condition,epoch_index,band,channel_a,channel_b,value
Pre,22,theta,CP5,P3,0.3555739139748214
Pre,22,theta,P3,O1,0.08995298325159866
Pre,22,theta,CP5,O1,0.28231552337139854
Pre,22,theta,FC1,P3,0.15070868435116427
Pre,22,theta,F4,FC6,0.0027241730146841236
Pre,22,theta,F4,FC2,0.0010820408434883307
Pre,22,theta,FC6,FC2,0.05424637482330172
Pre,22,theta,FC6,CP6,0.17036686190452943
Pre,22,theta,FC2,CP6,0.09186501675331551
Pre,22,theta,CP6,P4,0.005042245181673757
Pre,22,theta,P4,O2,0.6477826766933446
Pre,22,theta,CP6,O2,0.44845334944835613
Pre,22,theta,FC2,P4,0.3053313917790266
Pre,22,theta,F3,F4,0.010534770281666866
Pre,22,theta,FC5,FC1,0.2645190315811623
Pre,22,theta,FC5,FC6,0.1412985059601349
Pre,22,theta,FC1,FC2,0.14791904390262284
Pre,22,theta,CP5,CP6,0.005573485141371267
Pre,22,theta,P3,P4,0.16254672779271312
Pre,22,theta,O1,O2,0.5850666044677096
Pre,23,theta,F3,FC5,0.18435774839371838
Pre,23,theta,F3,FC1,0.10628673470840011
Pre,23,theta,FC5,FC1,0.002836025678405181
Pre,23,theta,FC5,CP5,0.15907727762705876
Pre,23,theta,FC1,CP5,0.27117585831245705
Pre,23,theta,CP5,P3,0.10085783710460004
Pre,23,theta,P3,O1,0.24302282955558563
Pre,23,theta,CP5,O1,0.02698952285800114
Pre,23,theta,FC1,P3,0.21293148183260371
Pre,23,theta,F4,FC6,0.44754932584145524
Pre,23,theta,F4,FC2,0.39346183149193037
Pre,23,theta,FC6,FC2,0.35547991639482374
Pre,23,theta,FC6,CP6,0.2521466355161635
Pre,23,theta,FC2,CP6,0.07142567580715359
Pre,23,theta,CP6,P4,0.06643651869020933
Pre,23,theta,P4,O2,0.010719603035050915
Pre,23,theta,CP6,O2,0.13418289660429122
Pre,23,theta,FC2,P4,0.24962149703050907
Pre,23,theta,F3,F4,0.01742032744757324
Pre,23,theta,FC5,FC1,0.002836025678405181
Pre,23,theta,FC5,FC6,0.2899243185009383
Pre,23,theta,FC1,FC2,0.21270530392707837
Pre,23,theta,CP5,CP6,0.17623715324471545
Pre,23,theta,P3,P4,0.06395847629313434
Pre,23,theta,O1,O2,0.44101922211650085
Pre,24,theta,F3,FC5,0.016681487552116618
Pre,24,theta,F3,FC1,0.15846149177960406
Pre,24,theta,FC5,FC1,0.06704414766130462
Pre,24,theta,FC5,CP5,0.029978942965811866
Pre,24,theta,FC1,CP5,0.1228735872337035
Pre,24,theta,CP5,P3,0.30276462157497425
Pre,24,theta,P3,O1,0.19189518007723244
Pre,24,theta,CP5,O1,0.28419575101802297
Pre,24,theta,FC1,P3,0.08609633225224712
Pre,24,theta,F4,FC6,0.050983905751276065
Pre,24,theta,F4,FC2,0.2563942566073523
Pre,24,theta,FC6,FC2,0.3541144749498361
Pre,24,theta,FC6,CP6,0.09108743083194121
Pre,24,theta,FC2,CP6,0.037781448013444005
Pre,24,theta,CP6,P4,0.35035586143454606
Pre,24,theta,P4,O2,0.3177724922782367
Pre,24,theta,CP6,O2,0.217924863367793
Pre,24,theta,FC2,P4,0.46806164237210673
Pre,24,theta,F3,F4,0.24011623276942481
Pre,24,theta,FC5,FC1,0.06704414766130462
Pre,24,theta,FC5,FC6,0.21942074506918471
Pre,24,theta,FC1,FC2,0.06353764566756202
Pre,24,theta,CP5,CP6,0.049367119289090995
Pre,24,theta,P3,P4,0.27491550240616
Pre,24,theta,O1,O2,0.19813009549627578
Pre,25,theta,F3,FC5,0.19808433235903344
Pre,25,theta,F3,FC1,0.0015608898499723262
Pre,25,theta,FC5,FC1,0.19458641174586688
Pre,25,theta,FC5,CP5,0.3611940456220661
Pre,25,theta,FC1,CP5,0.5658918610954933
Pre,25,theta,CP5,P3,0.1571898949995732
Pre,25,theta,P3,O1,0.2814329270955595
Pre,25,theta,CP5,O1,0.27086352790840795
Pre,25,theta,FC1,P3,0.41582264792648277
Pre,25,theta,F4,FC6,0.006202407930949388
Pre,25,theta,F4,FC2,0.561547986436932
Pre,25,theta,FC6,FC2,0.20756292033686355
Pre,25,theta,FC6,CP6,0.015607916907641415
Pre,25,theta,FC2,CP6,0.2638201791416775
Pre,25,theta,CP6,P4,0.006000196602414705
Pre,25,theta,P4,O2,0.2871044188376108
Pre,25,theta,CP6,O2,0.34000775818983725
Pre,25,theta,FC2,P4,0.15317384763134634
Pre,25,theta,F3,F4,0.055717558925936904
Pre,25,theta,FC5,FC1,0.19458641174586688
Pre,25,theta,FC5,FC6,0.06582355644490441
Pre,25,theta,FC1,FC2,0.20030061912046523
Pre,25,theta,CP5,CP6,0.3433005314796132
Pre,25,theta,P3,P4,0.2876863065334981
Pre,25,theta,O1,O2,0.012867279254353391
Pre,26,theta,F3,FC5,0.0019824001586014276
Pre,26,theta,F3,FC1,0.31145427743846293
Pre,26,theta,FC5,FC1,0.35754651717387576
Pre,26,theta,FC5,CP5,0.5941165015265982
Pre,26,theta,FC1,CP5,0.45744507710401766
Pre,26,theta,CP5,P3,0.432795772313674
Pre,26,theta,P3,O1,0.8053320754312432
Pre,26,theta,CP5,O1,0.5464191218319666
Pre,26,theta,FC1,P3,0.6054069047711899
Pre,26,theta,F4,FC6,0.016907906359536404
Pre,26,theta,F4,FC2,0.31689536855695283
Pre,26,theta,FC6,FC2,0.30689696785884335
Pre,26,theta,FC6,CP6,0.42240934478906106
Pre,26,theta,FC2,CP6,0.1013347781152999
Pre,26,theta,CP6,P4,0.5249199112052958
Pre,26,theta,P4,O2,0.5675533574234932
Pre,26,theta,CP6,O2,0.4453534012347052
Pre,26,theta,FC2,P4,0.4077490108832088
Pre,26,theta,F3,F4,0.2988262434036827
Pre,26,theta,FC5,FC1,0.35754651717387576
Pre,26,theta,FC5,FC6,0.31480087832375947
Pre,26,theta,FC1,FC2,0.003823071235322947
Pre,26,theta,CP5,CP6,0.21578924083492526
Pre,26,theta,P3,P4,0.4993286638701196
Pre,26,theta,O1,O2,0.28280423955717604
Pre,27,theta,F3,FC5,0.2892867681868535
Pre,27,theta,F3,FC1,0.13835111263193323
Pre,27,theta,FC5,FC1,0.19618880310313
Pre,27,theta,FC5,CP5,0.19799554458611449
Pre,27,theta,FC1,CP5,0.015685432914474478
Pre,27,theta,CP5,P3,0.267622717487964
Pre,27,theta,P3,O1,0.21957724699181613
Pre,27,theta,CP5,O1,0.5072726258208078
Pre,27,theta,FC1,P3,0.0625393608003703
Pre,27,theta,F4,FC6,0.22072404870955717
Pre,27,theta,F4,FC2,0.46517564282704993
Pre,27,theta,FC6,FC2,0.1279482878044405
Pre,27,theta,FC6,CP6,0.26755406002287124
Pre,27,theta,FC2,CP6,0.385134054900541
Pre,27,theta,CP6,P4,0.20104308810321633
Pre,27,theta,P4,O2,0.17673912031335925
Pre,27,theta,CP6,O2,0.15216340369901435
Pre,27,theta,FC2,P4,0.18031456426993803
Pre,27,theta,F3,F4,0.2083121801075972
Pre,27,theta,FC5,FC1,0.19618880310313
Pre,27,theta,FC5,FC6,0.4760324011999988
Pre,27,theta,FC1,FC2,0.04975807648132024
Pre,27,theta,CP5,CP6,0.7052547188610738
Pre,27,theta,P3,P4,0.24227104947462194
Pre,27,theta,O1,O2,0.11083082314194034
Pre,28,theta,F3,FC5,0.10220486645668965
Pre,28,theta,F3,FC1,0.16633944129264894
Pre,28,theta,FC5,FC1,0.06469916478984067
Pre,28,theta,FC5,CP5,0.12478795234885398
Pre,28,theta,FC1,CP5,0.17059358460339125
Pre,28,theta,CP5,P3,0.1579768245954349
Pre,28,theta,P3,O1,0.1461193152284893
Pre,28,theta,CP5,O1,0.4666127855806683
Pre,28,theta,FC1,P3,0.070759863565451
Pre,28,theta,F4,FC6,0.3487975705968577
Pre,28,theta,F4,FC2,0.38919627078387387
Pre,28,theta,FC6,FC2,0.3224651325697496
Pre,28,theta,FC6,CP6,0.6501847050255973
Pre,28,theta,FC2,CP6,0.09969173455045627
Pre,28,theta,CP6,P4,0.13913631039473834
Pre,28,theta,P4,O2,0.5640342199684198
Pre,28,theta,CP6,O2,0.2650517740731771
Pre,28,theta,FC2,P4,0.14339100721330417
Pre,28,theta,F3,F4,0.33846921217930487
Pre,28,theta,FC5,FC1,0.06469916478984067
Pre,28,theta,FC5,FC6,0.3164328994522005
Pre,28,theta,FC1,FC2,0.1251162675532176
Pre,28,theta,CP5,CP6,0.4263777845561583
Pre,28,theta,P3,P4,0.07631721737754531
Pre,28,theta,O1,O2,0.38633614442801145
Pre,29,theta,F3,FC5,0.32318974847595167
Pre,29,theta,F3,FC1,0.06767054091901326
Pre,29,theta,FC5,FC1,0.35271133589875653
Pre,29,theta,FC5,CP5,0.01828511934714185
Pre,29,theta,FC1,CP5,0.4060989549621329
Pre,29,theta,CP5,P3,0.5138522955200587
Pre,29,theta,P3,O1,0.3047620762984884
Pre,29,theta,CP5,O1,0.1586847341110407
Pre,29,theta,FC1,P3,0.14350051356501603
Pre,29,theta,F4,FC6,0.07975462563827702
Pre,29,theta,F4,FC2,0.07284877834880985
Pre,29,theta,FC6,FC2,0.05865614407250067
Pre,29,theta,FC6,CP6,0.5368492209533934
Pre,29,theta,FC2,CP6,0.1152030495528245
Pre,29,theta,CP6,P4,0.9162467271749779
Pre,29,theta,P4,O2,0.16071410109378204
Pre,29,theta,CP6,O2,0.5427988667219932
Pre,29,theta,FC2,P4,0.13816830290684307
Pre,29,theta,F3,F4,0.31607365495202744
Pre,29,theta,FC5,FC1,0.35271133589875653
Pre,29,theta,FC5,FC6,0.7135052864168516
Pre,29,theta,FC1,FC2,0.3161992028253479
Pre,29,theta,CP5,CP6,0.570380972041632
Pre,29,theta,P3,P4,0.4831367674364553
Pre,29,theta,O1,O2,0.04378377988977186
Pre,30,theta,F3,FC5,0.6131197097582803
Pre,30,theta,F3,FC1,0.2617234824443287
Pre,30,theta,FC5,FC1,0.5724691137526289
Pre,30,theta,FC5,CP5,0.6795034817309185
Pre,30,theta,FC1,CP5,0.6300921247988308
Pre,30,theta,CP5,P3,0.008862636008275557
Pre,30,theta,P3,O1,0.021633213274808008
Pre,30,theta,CP5,O1,0.703316651396127
Pre,30,theta,FC1,P3,0.020035010329840425
Pre,30,theta,F4,FC6,0.13927333814092652
Pre,30,theta,F4,FC2,0.27322387734479836
Pre,30,theta,FC6,FC2,0.09855272107723015
Pre,30,theta,FC6,CP6,0.008643647307861265
Pre,30,theta,FC2,CP6,0.04902095044896197
Pre,30,theta,CP6,P4,0.19239031576224852
Pre,30,theta,P4,O2,0.405821769111563
Pre,30,theta,CP6,O2,0.34617742098235965
Pre,30,theta,FC2,P4,0.37708695952027876
Pre,30,theta,F3,F4,0.3846178093976791
Pre,30,theta,FC5,FC1,0.5724691137526289
Pre,30,theta,FC5,FC6,0.13336527297339332
Pre,30,theta,FC1,FC2,0.36561406538328595
Pre,30,theta,CP5,CP6,0.2902375483444104
Pre,30,theta,P3,P4,0.06383473621041477
Pre,30,theta,O1,O2,0.16152443440567782
Pre,31,theta,F3,FC5,0.12933030228334266
Pre,31,theta,F3,FC1,0.29329010908404635
Pre,31,theta,FC5,FC1,0.12404190705621992
Pre,31,theta,FC5,CP5,0.2039946211473316
Pre,31,theta,FC1,CP5,0.5018235097664404
Pre,31,theta,CP5,P3,0.43742159391970614
Pre,31,theta,P3,O1,0.2023162107345958
Pre,31,theta,CP5,O1,0.0010598195730063622
Pre,31,theta,FC1,P3,0.09185889990945414
Pre,31,theta,F4,FC6,0.26822069112586455
Pre,31,theta,F4,FC2,0.2522856556998505
Pre,31,theta,FC6,FC2,0.4290215658741016
Pre,31,theta,FC6,CP6,0.05523061343212902
Pre,31,theta,FC2,CP6,0.18843844986672775
Pre,31,theta,CP6,P4,0.007584851568363286
Pre,31,theta,P4,O2,0.11997142830743651
Pre,31,theta,CP6,O2,0.11924729601602833
Pre,31,theta,FC2,P4,0.21727052714451495
Pre,31,theta,F3,F4,0.04929278907109873
Pre,31,theta,FC5,FC1,0.12404190705621992
Pre,31,theta,FC5,FC6,0.2578915095133867
Pre,31,theta,FC1,FC2,0.31360984308914963
Pre,31,theta,CP5,CP6,0.15589491649494153
Pre,31,theta,P3,P4,0.18688777097662754
Pre,31,theta,O1,O2,0.0002827084645342073
Pre,32,theta,F3,FC5,0.3090756181200496
Pre,32,theta,F3,FC1,0.2174212574058209
Pre,32,theta,FC5,FC1,0.2592392603894926
Pre,32,theta,FC5,CP5,0.35406397325937167
Pre,32,theta,FC1,CP5,0.38286793147321224
Pre,32,theta,CP5,P3,0.2983997676567477
Pre,32,theta,P3,O1,0.017692204840811743
Pre,32,theta,CP5,O1,0.11159477534031495
Pre,32,theta,FC1,P3,0.25280936528167725
Pre,32,theta,F4,FC6,0.125447321180268
Pre,32,theta,F4,FC2,0.3947638350570364
Pre,32,theta,FC6,FC2,0.6312339498173296
Pre,32,theta,FC6,CP6,0.10689428955559314
Pre,32,theta,FC2,CP6,0.65343933318061
Pre,32,theta,CP6,P4,0.011092432841628024
Pre,32,theta,P4,O2,0.2749407383704658
Pre,32,theta,CP6,O2,0.3099130722638051
Pre,32,theta,FC2,P4,0.2675938420321169
Pre,32,theta,F3,F4,0.16356786255037792
Pre,32,theta,FC5,FC1,0.2592392603894926
Pre,32,theta,FC5,FC6,0.12143112801762712
Pre,32,theta,FC1,FC2,0.5008264617549741
Pre,32,theta,CP5,CP6,0.5103330886233389
Pre,32,theta,P3,P4,0.27811501395152816
Pre,32,theta,O1,O2,0.26943445456170567
Pre,33,theta,F3,FC5,0.11836277741232303
Pre,33,theta,F3,FC1,0.3915777464952299
Pre,33,theta,FC5,FC1,0.44210316979798925
Pre,33,theta,FC5,CP5,0.09622937975393044
Pre,33,theta,FC1,CP5,0.09004674649849985
Pre,33,theta,CP5,P3,0.20348224429281458
Pre,33,theta,P3,O1,0.23636608596493308
Pre,33,theta,CP5,O1,0.2947177995482738
Pre,33,theta,FC1,P3,0.029624274483350702
Pre,33,theta,F4,FC6,0.24368497023228902
Pre,33,theta,F4,FC2,0.39428517171127303
Pre,33,theta,FC6,FC2,0.039312625338658085
Pre,33,theta,FC6,CP6,0.16538643185304655
Pre,33,theta,FC2,CP6,0.08229680993257839
Pre,33,theta,CP6,P4,0.43136232706689087
Pre,33,theta,P4,O2,0.3243100238417269
Pre,33,theta,CP6,O2,0.19847577980514058
Pre,33,theta,FC2,P4,0.11786538120432949
Pre,33,theta,F3,F4,0.007762018403112754
Pre,33,theta,FC5,FC1,0.44210316979798925
Pre,33,theta,FC5,FC6,0.06746834167642977
Pre,33,theta,FC1,FC2,0.061739154184277584
Pre,33,theta,CP5,CP6,0.07902835796061869
Pre,33,theta,P3,P4,0.290765088018123
Pre,33,theta,O1,O2,0.00839287322813167
Pre,34,theta,F3,FC5,0.10809363346490253
Pre,34,theta,F3,FC1,0.3755113170042198
Pre,34,theta,FC5,FC1,0.25084441285698594
Pre,34,theta,FC5,CP5,0.3930969399962968
Pre,34,theta,FC1,CP5,0.44101431596161866
Pre,34,theta,CP5,P3,0.2584345529018265
Pre,34,theta,P3,O1,0.22317987989557075
Pre,34,theta,CP5,O1,0.16169239047116266
Pre,34,theta,FC1,P3,0.2603523806327857
Pre,34,theta,F4,FC6,0.22201447872986793
Pre,34,theta,F4,FC2,0.4813365484707159
Pre,34,theta,FC6,FC2,0.40935839625835224
Pre,34,theta,FC6,CP6,0.3338783709905219
Pre,34,theta,FC2,CP6,0.2864649311788834
Pre,34,theta,CP6,P4,0.24485671734205813
Pre,34,theta,P4,O2,0.3394448789173225
Pre,34,theta,CP6,O2,0.2122903766574395
Pre,34,theta,FC2,P4,0.11224354352999777
Pre,34,theta,F3,F4,0.25783712220493127
Pre,34,theta,FC5,FC1,0.25084441285698594
Pre,34,theta,FC5,FC6,0.035339408137505184
Pre,34,theta,FC1,FC2,0.09699299442007452
Pre,34,theta,CP5,CP6,0.32189660705789136
Pre,34,theta,P3,P4,0.06602883341013853
Pre,34,theta,O1,O2,0.31976749527032355
Pre,35,theta,F3,FC5,0.139462510446607
Pre,35,theta,F3,FC1,0.040607477942651266
Pre,35,theta,FC5,FC1,0.13715578014604765
Pre,35,theta,FC5,CP5,0.27237771605179584
Pre,35,theta,FC1,CP5,0.38720096630765116
Pre,35,theta,CP5,P3,0.029762255256500406
Pre,35,theta,P3,O1,0.010409131806551975
Pre,35,theta,CP5,O1,0.36952781797290424
Pre,35,theta,FC1,P3,0.22152929322520198
Pre,35,theta,F4,FC6,0.41966215066954915
Pre,35,theta,F4,FC2,0.3206114600871046
Pre,35,theta,FC6,FC2,0.4499311501548575
Pre,35,theta,FC6,CP6,0.636811352366699
Pre,35,theta,FC2,CP6,0.011374529884777518
Pre,35,theta,CP6,P4,0.4776765645859399
Pre,35,theta,P4,O2,0.05413628111383766
Pre,35,theta,CP6,O2,0.26598926247678634
Pre,35,theta,FC2,P4,0.035946390815487624
Pre,35,theta,F3,F4,0.19422737716315164
Pre,35,theta,FC5,FC1,0.13715578014604765
Pre,35,theta,FC5,FC6,0.07731279400991493
Pre,35,theta,FC1,FC2,0.21631643708636236
Pre,35,theta,CP5,CP6,0.42236097266543543
Pre,35,theta,P3,P4,0.43417645870058
Pre,35,theta,O1,O2,0.11984628014113625
Pre,36,theta,F3,FC5,0.42816273110032005
Pre,36,theta,F3,FC1,0.033746348184896864
Pre,36,theta,FC5,FC1,0.13898481042493874
Pre,36,theta,FC5,CP5,0.2119132835230208
Pre,36,theta,FC1,CP5,0.3023540138045255
Pre,36,theta,CP5,P3,0.463231460592994
Pre,36,theta,P3,O1,0.04002507772887534
Pre,36,theta,CP5,O1,0.026456749132496724
Pre,36,theta,FC1,P3,0.25276225840844396
Pre,36,theta,F4,FC6,0.3221264437054079
Pre,36,theta,F4,FC2,0.1436205905479912
Pre,36,theta,FC6,FC2,0.04679133508027568
Pre,36,theta,FC6,CP6,0.21505013765840905
Pre,36,theta,FC2,CP6,0.31076389981426505
Pre,36,theta,CP6,P4,0.44899071027946985
Pre,36,theta,P4,O2,0.3398531460034547
Pre,36,theta,CP6,O2,0.4745264351359767
Pre,36,theta,FC2,P4,0.5615700403398715
Pre,36,theta,F3,F4,0.5730811126692372
Pre,36,theta,FC5,FC1,0.13898481042493874
Pre,36,theta,FC5,FC6,0.058348996427459394
Pre,36,theta,FC1,FC2,0.3809661353200232
Pre,36,theta,CP5,CP6,0.08304914546567523
Pre,36,theta,P3,P4,0.3917323490377704
Pre,36,theta,O1,O2,0.2613666383686902
Pre,37,theta,F3,FC5,0.34267187778189806
Pre,37,theta,F3,FC1,0.10721216080081936
Pre,37,theta,FC5,FC1,0.1616715134938307
Pre,37,theta,FC5,CP5,0.2638536394900812
Pre,37,theta,FC1,CP5,0.07115031546586088
Pre,37,theta,CP5,P3,0.4135663722023729
Pre,37,theta,P3,O1,0.6920287011163704
Pre,37,theta,CP5,O1,0.6348581979469672
Pre,37,theta,FC1,P3,0.3129897079480061
Pre,37,theta,F4,FC6,0.23211990929255452
Pre,37,theta,F4,FC2,0.09692230718701142
Pre,37,theta,FC6,FC2,0.08734469900077675
Pre,37,theta,FC6,CP6,0.5544978159695854
Pre,37,theta,FC2,CP6,0.27949380908607163
Pre,37,theta,CP6,P4,0.6723355049352783
Pre,37,theta,P4,O2,0.213034118009358
Pre,37,theta,CP6,O2,0.3070450658219754
Pre,37,theta,FC2,P4,0.3483381089769743
Pre,37,theta,F3,F4,0.417146351616505
Pre,37,theta,FC5,FC1,0.1616715134938307
Pre,37,theta,FC5,FC6,0.36654011524111113
Pre,37,theta,FC1,FC2,0.3196993686994999
Pre,37,theta,CP5,CP6,0.24378388598339246
Pre,37,theta,P3,P4,0.23768722128236633
Pre,37,theta,O1,O2,0.22937195674936547
Pre,38,theta,F3,FC5,0.18219423625762793
Pre,38,theta,F3,FC1,0.29206718401588594
Pre,38,theta,FC5,FC1,0.24163750186149222
Pre,38,theta,FC5,CP5,0.2782995325777691
Pre,38,theta,FC1,CP5,0.3017729476283635
Pre,38,theta,CP5,P3,0.29275420711971206
Pre,38,theta,P3,O1,0.555400583911083
Pre,38,theta,CP5,O1,0.22708407016907142
Pre,38,theta,FC1,P3,0.4188669274387656
Pre,38,theta,F4,FC6,0.614593112448496
Pre,38,theta,F4,FC2,0.22996217094474627
Pre,38,theta,FC6,FC2,0.6095565807185912
Pre,38,theta,FC6,CP6,0.3349475645626239
Pre,38,theta,FC2,CP6,0.48137288433600794
Pre,38,theta,CP6,P4,0.2394652141315362
Pre,38,theta,P4,O2,0.5312978229003612
Pre,38,theta,CP6,O2,0.22220090913879256
Pre,38,theta,FC2,P4,0.23742769396657726
Pre,38,theta,F3,F4,0.23531848052689114
Pre,38,theta,FC5,FC1,0.24163750186149222
Pre,38,theta,FC5,FC6,0.19579846364732684
Pre,38,theta,FC1,FC2,0.3194584667223624
Pre,38,theta,CP5,CP6,0.5273411788046332
Pre,38,theta,P3,P4,0.23697421089590637
Pre,38,theta,O1,O2,0.05666807261618332
Pre,39,theta,F3,FC5,0.06123730085175336
Pre,39,theta,F3,FC1,0.04237831985574631
Pre,39,theta,FC5,FC1,0.08271879202403311
Pre,39,theta,FC5,CP5,0.13935005670846717
Pre,39,theta,FC1,CP5,0.2194924540125357
Pre,39,theta,CP5,P3,0.3878381500275437
Pre,39,theta,P3,O1,0.3248208985648321
Pre,39,theta,CP5,O1,0.3445581934524975
Pre,39,theta,FC1,P3,0.19939053049687167
Pre,39,theta,F4,FC6,0.506729116378231
Pre,39,theta,F4,FC2,0.4670330479479164
Pre,39,theta,FC6,FC2,0.3149732894514907
Pre,39,theta,FC6,CP6,0.2693981696197767
Pre,39,theta,FC2,CP6,0.020230343238184758
Pre,39,theta,CP6,P4,0.11262734167600444
Pre,39,theta,P4,O2,0.09372959240213873
Pre,39,theta,CP6,O2,0.18054418498780161
Pre,39,theta,FC2,P4,0.21146521821816647
Pre,39,theta,F3,F4,0.23051818773502397
Pre,39,theta,FC5,FC1,0.08271879202403311
Pre,39,theta,FC5,FC6,0.1673962470911994
Pre,39,theta,FC1,FC2,0.5828416567053221
Pre,39,theta,CP5,CP6,0.1425876455811007
Pre,39,theta,P3,P4,0.11683584212937709
Pre,39,theta,O1,O2,0.33786606885635156
Pre,40,theta,F3,FC5,0.1419106987971946
Pre,40,theta,F3,FC1,0.04290056294898672
Pre,40,theta,FC5,FC1,0.09786691589572429
Pre,40,theta,FC5,CP5,0.15413805725010418
Pre,40,theta,FC1,CP5,0.054574730598222904
Pre,40,theta,CP5,P3,0.04081303849547443
Pre,40,theta,P3,O1,0.22615914304501153
Pre,40,theta,CP5,O1,0.21499338662210832
Pre,40,theta,FC1,P3,0.23534569194252894
Pre,40,theta,F4,FC6,0.4718515634331704
Pre,40,theta,F4,FC2,0.19518572823349534
Pre,40,theta,FC6,FC2,0.36677980226378337
Pre,40,theta,FC6,CP6,0.5336657668975657
Pre,40,theta,FC2,CP6,0.533252552384517
Pre,40,theta,CP6,P4,0.5250033819230141
Pre,40,theta,P4,O2,0.09877321858265965
Pre,40,theta,CP6,O2,0.5509732676908653
Pre,40,theta,FC2,P4,0.1507919518468894
Pre,40,theta,F3,F4,0.1459381584036689
Pre,40,theta,FC5,FC1,0.09786691589572429
Pre,40,theta,FC5,FC6,0.29517632564745944
Pre,40,theta,FC1,FC2,0.13075877913813175
Pre,40,theta,CP5,CP6,0.10083085196270339
Pre,40,theta,P3,P4,0.23643049228811666
Pre,40,theta,O1,O2,0.43178065734506804
Pre,41,theta,F3,FC5,0.22068383095722233
Pre,41,theta,F3,FC1,0.38148779104040725
Pre,41,theta,FC5,FC1,0.5635347364780596
Pre,41,theta,FC5,CP5,0.27564907341345385
Pre,41,theta,FC1,CP5,0.5939722175570298
Pre,41,theta,CP5,P3,0.23753850997074025
Pre,41,theta,P3,O1,0.406007086670337
Pre,41,theta,CP5,O1,0.3734276730579956
Pre,41,theta,FC1,P3,0.13635846892705314
Pre,41,theta,F4,FC6,0.17494653880604222
Pre,41,theta,F4,FC2,0.07994406915211737
Pre,41,theta,FC6,FC2,0.21048374565957226
Pre,41,theta,FC6,CP6,0.14216475853667562
Pre,41,theta,FC2,CP6,0.1819874135045453
Pre,41,theta,CP6,P4,0.3957623116663042
Pre,41,theta,P4,O2,0.2719225587275226
Pre,41,theta,CP6,O2,0.3416048442404323
Pre,41,theta,FC2,P4,0.3530195452118375
Pre,41,theta,F3,F4,0.29648138602055707
Pre,41,theta,FC5,FC1,0.5635347364780596
Pre,41,theta,FC5,FC6,0.19646068835956693
Pre,41,theta,FC1,FC2,0.4485583625873378
Pre,41,theta,CP5,CP6,0.1526916182127925
Pre,41,theta,P3,P4,0.2635894006152329
Pre,41,theta,O1,O2,0.005829786731146246
Pre,42,theta,F3,FC5,0.16363969483725804
Pre,42,theta,F3,FC1,0.15228965330885202
Pre,42,theta,FC5,FC1,0.13123561151059746
Pre,42,theta,FC5,CP5,0.15226927960395722
Pre,42,theta,FC1,CP5,0.37248361270016517
Pre,42,theta,CP5,P3,0.5561838911561344
Pre,42,theta,P3,O1,0.3762330556878641
Pre,42,theta,CP5,O1,0.4706494990667037
Pre,42,theta,FC1,P3,0.5565362701882173
Pre,42,theta,F4,FC6,0.25560702294731863
Pre,42,theta,F4,FC2,0.3478262562537896
Pre,42,theta,FC6,FC2,0.40687085114528276
Pre,42,theta,FC6,CP6,0.11906567067362721
Pre,42,theta,FC2,CP6,0.43886071349490635
Pre,42,theta,CP6,P4,0.24218474711482438
Pre,42,theta,P4,O2,0.41672248077543395
Pre,42,theta,CP6,O2,0.29079511977310124
Pre,42,theta,FC2,P4,0.34868291346530084
Pre,42,theta,F3,F4,0.451660757019524
Pre,42,theta,FC5,FC1,0.13123561151059746
Pre,42,theta,FC5,FC6,0.36666175522000405
Pre,42,theta,FC1,FC2,0.1003810463128692
Pre,42,theta,CP5,CP6,0.49275750314906563
Pre,42,theta,P3,P4,0.34365209702327426
Pre,42,theta,O1,O2,0.1278386259715898
Pre,43,theta,F3,FC5,0.5863854559949719
Pre,43,theta,F3,FC1,0.056889304081528924
Pre,43,theta,FC5,FC1,0.4591020415232067
Pre,43,theta,FC5,CP5,0.594879160404589
Pre,43,theta,FC1,CP5,0.7127368061472545
Pre,43,theta,CP5,P3,0.5311425833069651
Pre,43,theta,P3,O1,0.30294653007884975
Pre,43,theta,CP5,O1,0.8127588743171213
Pre,43,theta,FC1,P3,0.1508543783637024
Pre,43,theta,F4,FC6,0.14766927195653298
Pre,43,theta,F4,FC2,0.40821831064108255
Pre,43,theta,FC6,FC2,0.40887905807921937
Pre,43,theta,FC6,CP6,0.8001917310184945
Pre,43,theta,FC2,CP6,0.4250094762825488
Pre,43,theta,CP6,P4,0.6857450030035999
Pre,43,theta,P4,O2,0.8046458023994552
Pre,43,theta,CP6,O2,0.8460499676919132
Pre,43,theta,FC2,P4,0.4161536769709436
Pre,43,theta,F3,F4,0.3796640720060745
Pre,43,theta,FC5,FC1,0.4591020415232067
Pre,43,theta,FC5,FC6,0.5973953722372918
Pre,43,theta,FC1,FC2,0.038470535394696775
Pre,43,theta,CP5,CP6,0.14619662471255707
Pre,43,theta,P3,P4,0.4013726465938808
Pre,43,theta,O1,O2,0.7334078196744934
Pre,44,theta,F3,FC5,0.08167254630659054
Pre,44,theta,F3,FC1,0.2106523600353585
Pre,44,theta,FC5,FC1,0.11435017191780862
Pre,44,theta,FC5,CP5,0.45326892746996367
Pre,44,theta,FC1,CP5,0.12565060524639265
Pre,44,theta,CP5,P3,0.2805134866984626
Pre,44,theta,P3,O1,0.011736074057810415
Pre,44,theta,CP5,O1,0.23052940590547039
Pre,44,theta,FC1,P3,0.13332887079726213
Pre,44,theta,F4,FC6,0.15682502669104056
